EVENT,URL,DATE,LOCATION
UFC 84: Ill Will,http://ufcstats.com/event-details/2549d63da9c456cb,2008-05-24,"Las Vegas, Nevada, USA"
UFC 83: Serra vs St-Pierre 2,http://ufcstats.com/event-details/ad047e3073a775f3,2008-04-19,"Montreal, Quebec, Canada"
UFC Fight Night: Florian vs Lauzon,http://ufcstats.com/event-details/b9e871af730f826c,2008-04-02,"Broomfield, Colorado, USA"
UFC 82: Pride of a Champion,http://ufcstats.com/event-details/598a58db87b890ee,2008-03-01,"Columbus, Ohio, USA"
UFC 81: Breaking Point,http://ufcstats.com/event-details/597db668b01c442c,2008-02-02,"Las Vegas, Nevada, USA"
UFC Fight Night: Swick vs Burkman,http://ufcstats.com/event-details/33e33d51f289d2a1,2008-01-23,"Las Vegas, Nevada, USA"
UFC 80: Rapid Fire,http://ufcstats.com/event-details/a24e080000fa7a35,2008-01-19,"Newcastle, England, United Kingdom"
UFC 79: Nemesis,http://ufcstats.com/event-details/7269329bd87eb479,2007-12-29,"Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,http://ufcstats.com/event-details/df85d6ec3493d120,2007-12-08,"Las Vegas, Nevada, USA"
UFC 78: Validation,http://ufcstats.com/event-details/1d147d4163a6989b,2007-11-17,"Newark, New Jersey, USA"
UFC 77: Hostile Territory,http://ufcstats.com/event-details/91181b29be041f1c,2007-10-20,"Cincinnati, Ohio, USA"
UFC 76: Knockout,http://ufcstats.com/event-details/bad28b7b34f334de,2007-09-22,"Anaheim, California, USA"
UFC Fight Night: Thomas vs Florian,http://ufcstats.com/event-details/f341f9551ba744e2,2007-09-19,"Las Vegas, Nevada, USA"
UFC 75: Champion vs Champion,http://ufcstats.com/event-details/0aa92558424ced9e,2007-09-08,"London, England, United Kingdom"
UFC 74: Respect,http://ufcstats.com/event-details/a5c53b3ddb31cc7d,2007-08-25,"Las Vegas, Nevada, USA"
UFC 73: Stacked,http://ufcstats.com/event-details/2a6f8136da1e52c0,2007-07-07,"Sacramento, California, USA"
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,http://ufcstats.com/event-details/e7ec11096eac0282,2007-06-23,"Las Vegas, Nevada, USA"
UFC 72: Victory,http://ufcstats.com/event-details/5ca158b1cc9cb242,2007-06-16,"Belfast, Northern Ireland, United Kingdom"
UFC Fight Night: Stout vs Fisher,http://ufcstats.com/event-details/304fcd812f12c589,2007-06-12,"Hollywood, Florida, USA"
UFC 71: Liddell vs Jackson,http://ufcstats.com/event-details/2e04a3b4a2011b97,2007-05-26,"Las Vegas, Nevada, USA"
UFC 70: Nations Collide,http://ufcstats.com/event-details/4604ab1de9058474,2007-04-21,"Manchester, England, United Kingdom"
UFC 69: Shootout,http://ufcstats.com/event-details/c1684f00c626f4c0,2007-04-07,"Houston, Texas, USA"
UFC Fight Night: Stevenson vs Guillard,http://ufcstats.com/event-details/a6c2f5381d575920,2007-04-05,"Las Vegas, Nevada, USA"
UFC 68: The Uprising,http://ufcstats.com/event-details/de3ed2e152520c8d,2007-03-03,"Columbus, Ohio, USA"
UFC 67: All or Nothing,http://ufcstats.com/event-details/63b65af1c5cb02cb,2007-02-03,"Las Vegas, Nevada, USA"
UFC Fight Night: Evans vs Salmon,http://ufcstats.com/event-details/13c4313ed0f744f3,2007-01-25,"Hollywood, Florida, USA"
UFC 66: Liddell vs Ortiz 2,http://ufcstats.com/event-details/ee5df903f80c6816,2006-12-30,"Las Vegas, Nevada, USA"
UFC Fight Night: Sanchez vs Riggs,http://ufcstats.com/event-details/21b8a0f5c231096f,2006-12-13,"San Diego, California, USA"
UFC 65: Bad Intentions,http://ufcstats.com/event-details/3fed746acfd026dd,2006-11-18,"Sacramento, California, USA"
The Ultimate Fighter: The Comeback Finale,http://ufcstats.com/event-details/baf942f4bcb09894,2006-11-11,"Las Vegas, Nevada, USA"
UFC 64: Unstoppable,http://ufcstats.com/event-details/13b2f59210dda9cc,2006-10-14,"Las Vegas, Nevada, USA"
Ortiz vs Shamrock 3: The Final Chapter,http://ufcstats.com/event-details/577ec7e108b94be3,2006-10-10,"Hollywood, Florida, USA"
UFC 63: Hughes vs Penn,http://ufcstats.com/event-details/13e62d766b709aa6,2006-09-23,"Anaheim, California, USA"
UFC 62: Liddell vs Sobral,http://ufcstats.com/event-details/f717b6002486f73f,2006-08-26,"Las Vegas, Nevada, USA"
UFC Fight Night 6,http://ufcstats.com/event-details/46c8ec317aff28ac,2006-08-17,"Las Vegas, Nevada, USA"
UFC 61: Bitter Rivals,http://ufcstats.com/event-details/f70144caea5c4c80,2006-07-08,"Las Vegas, Nevada, USA"
UFC Fight Night 5,http://ufcstats.com/event-details/445a98acb8985970,2006-06-28,"Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,http://ufcstats.com/event-details/1dab0d1d81dd06db,2006-06-24,"Las Vegas, Nevada, USA"
UFC 60: Hughes vs Gracie,http://ufcstats.com/event-details/a54a35a670d8e852,2006-05-27,"Los Angeles, California, USA"
UFC 59: Reality Check,http://ufcstats.com/event-details/03688dc3c3af3ac1,2006-04-15,"Anaheim, California, USA"
UFC Fight Night 4,http://ufcstats.com/event-details/b361180739bed4b0,2006-04-06,"Las Vegas, Nevada, USA"
UFC 58: USA vs Canada,http://ufcstats.com/event-details/0e9869d712e81f8f,2006-03-04,"Las Vegas, Nevada, USA"
UFC 57: Liddell vs Couture 3,http://ufcstats.com/event-details/977081bc01197656,2006-02-04,"Las Vegas, Nevada, USA"
UFC Fight Night 3,http://ufcstats.com/event-details/2ee09ec2a0695eb9,2006-01-16,"Las Vegas, Nevada, USA"
UFC 56: Full Force,http://ufcstats.com/event-details/c7e9d15cfce52f1d,2005-11-19,"Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,http://ufcstats.com/event-details/31ceaf0e670c1578,2005-11-05,"Las Vegas, Nevada, USA"
UFC 55: Fury,http://ufcstats.com/event-details/271fe91f4ba9d2c5,2005-10-07,"Uncasville, Connecticut, USA"
UFC Fight Night 2,http://ufcstats.com/event-details/efaf544314bb5c2e,2005-10-03,"Las Vegas, Nevada, USA"
UFC 54: Boiling Point,http://ufcstats.com/event-details/669a3cb6e394f515,2005-08-20,"Las Vegas, Nevada, USA"
UFC Fight Night 1,http://ufcstats.com/event-details/3f24c96753dbd9f9,2005-08-06,"Las Vegas, Nevada, USA"
UFC 53: Heavy Hitters,http://ufcstats.com/event-details/d3711d3784b76255,2005-06-04,"Atlantic City, New Jersey, USA"
UFC 52: Couture vs Liddell 2,http://ufcstats.com/event-details/c933d423ebdbbbdb,2005-04-16,"Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,http://ufcstats.com/event-details/fbbde91f7bc2d3c5,2005-04-09,"Las Vegas, Nevada, USA"
UFC 51: Super Saturday,http://ufcstats.com/event-details/85d905f7c4f5a1af,2005-02-05,"Las Vegas, Nevada, USA"
UFC 50: The War Of '04,http://ufcstats.com/event-details/ce783bf73b5131f9,2004-10-22,"Atlantic City, New Jersey, USA"
UFC 49: Unfinished Business,http://ufcstats.com/event-details/b4bc2e3353a770b5,2004-08-21,"Las Vegas, Nevada, USA"
UFC 48: Payback,http://ufcstats.com/event-details/429e7d3725852ce9,2004-06-19,"Las Vegas, Nevada, USA"
UFC 47: It's On!,http://ufcstats.com/event-details/e8fb8e53bc2e29d6,2004-04-02,"Las Vegas, Nevada, USA"
UFC 46: Supernatural,http://ufcstats.com/event-details/94609dd91731d428,2004-01-31,"Las Vegas, Nevada, USA"
UFC 45: Revolution,http://ufcstats.com/event-details/e670f8cc2969a789,2003-11-21,"Uncasville, Connecticut, USA"
UFC 44: Undisputed,http://ufcstats.com/event-details/c61f66d8c3fd5f07,2003-09-26,"Las Vegas, Nevada, USA"
UFC 43: Meltdown,http://ufcstats.com/event-details/108afe61a26bcbf4,2003-06-06,"Las Vegas, Nevada, USA"
UFC 42: Sudden Impact,http://ufcstats.com/event-details/ae58685caf8e4a0d,2003-04-25,"Miami, Florida, USA"
UFC 41: Onslaught,http://ufcstats.com/event-details/bba678d312590087,2003-02-28,"Atlantic City, New Jersey, USA"
UFC 40: Vendetta,http://ufcstats.com/event-details/e06fd1260ac865a7,2002-11-22,"Las Vegas, Nevada, USA"
UFC 39: The Warriors Return,http://ufcstats.com/event-details/0cf935519d439ba6,2002-09-27,"Uncasville, Connecticut, USA"
UFC 38: Brawl at the Hall,http://ufcstats.com/event-details/1dc56b59cb28425d,2002-07-13,"London, England, United Kingdom"
UFC 37.5: As Real As It Gets,http://ufcstats.com/event-details/9ccdd2ce45903f34,2002-06-22,"Las Vegas, Nevada, USA"
UFC 37: High Impact,http://ufcstats.com/event-details/9fd1f08dd4aec14a,2002-05-10,"Bossier City, Louisiana, USA"
UFC 36: Worlds Collide,http://ufcstats.com/event-details/02fc8f50f56eb307,2002-03-22,"Las Vegas, Nevada, USA"
UFC 35: Throwdown,http://ufcstats.com/event-details/946f341df6472ee0,2002-01-11,"Uncasville, Connecticut, USA"
UFC 34: High Voltage,http://ufcstats.com/event-details/4dc496aa0cfc0d95,2001-11-02,"Las Vegas, Nevada, USA"
UFC 33: Victory in Vegas,http://ufcstats.com/event-details/c75b99887c8c3f5a,2001-09-28,"Las Vegas, Nevada, USA"
UFC 32: Showdown in the Meadowlands,http://ufcstats.com/event-details/7b9aa973e5c04624,2001-06-29,"East Rutherford, New Jersey, USA"
UFC 31: Locked and Loaded,http://ufcstats.com/event-details/20bd6c3e03c46ee6,2001-05-04,"Atlantic City, New Jersey, USA"
UFC 30: Battle on the Boardwalk,http://ufcstats.com/event-details/2b1587a3376ab743,2001-02-23,"Atlantic City, New Jersey, USA"
UFC 29: Defense of the Belts,http://ufcstats.com/event-details/08ae5cd9aef7ddd3,2000-12-16,"Tokyo, Japan"
UFC 28: High Stakes,http://ufcstats.com/event-details/da6dfd09cca1d705,2000-11-17,"Atlantic City, New Jersey, USA"
UFC 27: Ultimate Bad Boyz,http://ufcstats.com/event-details/31652c9267606d54,2000-09-22,"New Orleans, Louisiana, USA"
UFC 26: Ultimate Field Of Dreams,http://ufcstats.com/event-details/cedfdf8d423d500c,2000-06-09,"Cedar Rapids, Iowa, USA"
UFC 25: Ultimate Japan 3,http://ufcstats.com/event-details/d2b1c1317a39f6c6,2000-04-14,"Tokyo, Japan"
UFC 24: First Defense,http://ufcstats.com/event-details/20ec0061400178ca,2000-03-10,"Lake Charles, Louisiana, USA"
UFC 23: Ultimate Japan 2,http://ufcstats.com/event-details/a8fa0c4e95512806,1999-11-19,"Chiba, Japan"
UFC 22: Only One Can be Champion,http://ufcstats.com/event-details/afaad7d6a581e307,1999-09-24,"Lake Charles, Louisiana, USA"
UFC 21: Return of the Champions,http://ufcstats.com/event-details/1a1a4d7a29041d77,1999-07-16,"Cedar Rapids, Iowa, USA"
UFC 20: Battle for the Gold,http://ufcstats.com/event-details/a7b48e18ca27795d,1999-05-07,"Birmingham, Alabama, USA"
UFC 19: Ultimate Young Guns,http://ufcstats.com/event-details/a220be6d41d6f97d,1999-03-05,"Bay St. Louis, Mississippi, USA"
UFC 18: The Road to the Heavyweight Title,http://ufcstats.com/event-details/c9bbf1a0285a8076,1999-01-08,"New Orleans, Louisiana, USA"
UFC - Ultimate Brazil,http://ufcstats.com/event-details/32a3025d5db456ae,1998-10-16,"Sao Paulo, Brazil"
UFC 17: Redemption,http://ufcstats.com/event-details/4a01dc8376736ef5,1998-05-15,"Mobile, Alabama, USA"
UFC 16: Battle in the Bayou,http://ufcstats.com/event-details/749685d24e2cac50,1998-03-13,"New Orleans, Louisiana, USA"
UFC - Ultimate Japan,http://ufcstats.com/event-details/29f935654825331b,1997-12-21,"Yokohama, Kanagawa, Japan"
UFC 15: Collision Course,http://ufcstats.com/event-details/07a18ae55dfc3cd9,1997-10-17,"Bay St. Louis, Mississippi, USA"
UFC 14: Showdown,http://ufcstats.com/event-details/dc950d59dc590aca,1997-07-27,"Birmingham, Alabama, USA"
UFC 13: The Ultimate Force,http://ufcstats.com/event-details/5bd533d50c8e7b8a,1997-05-30,"Augusta, Georgia, USA"
UFC 12: Judgement Day,http://ufcstats.com/event-details/96eff1a628adcc7f,1997-02-07,"Dothan, Alabama, USA"
UFC - Ultimate Ultimate '96,http://ufcstats.com/event-details/9b5b5a75523728f3,1996-12-07,"Birmingham, Alabama, USA"
UFC 11: The Proving Ground,http://ufcstats.com/event-details/6ceff86fae4f6b3b,1996-09-20,"Augusta, Georgia, USA"
UFC 10: The Tournament,http://ufcstats.com/event-details/aee8eecfc4bfb1e7,1996-07-12,"Birmingham, Alabama, USA"
UFC 9: Motor City Madness,http://ufcstats.com/event-details/a390eb8a9b2df298,1996-05-17,"Detroit, Michigan, USA"
UFC 8: David vs Goliath,http://ufcstats.com/event-details/b63e800c18e011b5,1996-02-16,"San Juan, Puerto Rico"
UFC - Ultimate Ultimate '95,http://ufcstats.com/event-details/31bbd46d57dfbcb7,1995-12-16,"Denver, Colorado, USA"
UFC 7: The Brawl in Buffalo,http://ufcstats.com/event-details/5af480a3b2e1726b,1995-09-08,"Buffalo, New York, USA"
UFC 6: Clash of the Titans,http://ufcstats.com/event-details/1c3f5e85b59ec710,1995-07-14,"Casper, Wyoming, USA"
UFC 5: The Return of the Beast,http://ufcstats.com/event-details/dedc3bb440d09554,1995-04-07,"Charlotte, North Carolina, USA"
UFC 4: Revenge of the Warriors,http://ufcstats.com/event-details/b60391da771deefe,1994-12-16,"Tulsa, Oklahoma, USA"
UFC 3: The American Dream,http://ufcstats.com/event-details/1a49e0670dfaca31,1994-09-09,"Charlotte, North Carolina, USA"
UFC 2: No Way Out,http://ufcstats.com/event-details/a6a9ab5a824e8f66,1994-03-11,"Denver, Colorado, USA"
